town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
BUKIT MERAH,3 ROOM,01 TO 03,Standard,581.2506,600,991,794,789,850,399,473.1177912
BUKIT MERAH,3 ROOM,04 TO 06,New Generation,721.1813,708,1396,1442,1063,1949,617,388.2518862
BUKIT MERAH,3 ROOM,13 TO 15,Improved,699.6535,660,919,1555,146,1224,212,411.6323294
BUKIT MERAH,3 ROOM,04 TO 06,Standard,635.0701,619,664,525,347,347,408,461.3663909
BUKIT MERAH,3 ROOM,10 TO 12,Improved,753.473,663,823,1662,182,1439,235,408.7737716
BUKIT MERAH,3 ROOM,07 TO 09,New Generation,721.1813,696,408,525,117,1149,211,433.3168373
BUKIT MERAH,3 ROOM,07 TO 09,Standard,688.8896,595,774,697,273,742,197,529.8381627
BUKIT MERAH,3 ROOM,04 TO 06,Model A,645.834,997,227,768,543,543,710,743.2250393
BUKIT MERAH,3 ROOM,13 TO 15,Model A,645.834,1068,532,586,93,1149,573,781.9346767
BUKIT MERAH,3 ROOM,04 TO 06,Model A,742.7091,1120,848,970,359,907,470,744.5714614
BUKIT MERAH,3 ROOM,19 TO 21,Model A,742.7091,1121,792,993,435,817,493,794.3890818
BUKIT MERAH,3 ROOM,16 TO 18,Premium Apartment,721.1813,1123,655,698,374,894,158,845.8344663
BUKIT MERAH,4 ROOM,10 TO 12,Improved,882.6398,675,442,1382,1026,1426,194,410.6998121
BUKIT MERAH,4 ROOM,10 TO 12,Improved,882.6398,665,423,1532,433,1581,424,462.2497195
BUKIT MERAH,4 ROOM,07 TO 09,Improved,947.2232,637,678,888,482,1311,457,434.9555627
BUKIT MERAH,4 ROOM,07 TO 09,New Generation,1054.8622,696,550,688,475,1552,624,450.2957827
BUKIT MERAH,4 ROOM,10 TO 12,Model A,1065.6261,984,651,1505,374,1674,595,450.4394177
BUKIT MERAH,4 ROOM,04 TO 06,New Generation,979.5149,763,561,1176,1274,1220,529,520.6658929
BUKIT MERAH,4 ROOM,16 TO 18,Model A,1076.39,1033,1595,1737,277,370,1063,562.0639359
BUKIT MERAH,4 ROOM,13 TO 15,Model A,1076.39,929,1055,987,593,727,541,570.4252176
BUKIT MERAH,4 ROOM,01 TO 03,Model A,968.751,996,119,660,554,554,722,663.7412503
BUKIT MERAH,4 ROOM,16 TO 18,Model A,990.2788,996,752,800,465,1343,326,674.5575085
BUKIT MERAH,4 ROOM,16 TO 18,Model A,968.751,1031,410,207,285,1061,217,730.8379553
BUKIT MERAH,4 ROOM,19 TO 21,Model A,968.751,1068,532,586,93,1149,573,738.8895599
BUKIT MERAH,4 ROOM,19 TO 21,Model A,1076.39,1029,633,435,461,651,516,737.6397031
BUKIT MERAH,4 ROOM,13 TO 15,Model A,1076.39,1029,784,586,612,710,491,778.5282286
BUKIT MERAH,4 ROOM,25 TO 27,Premium Apartment,1001.0427,1123,587,662,306,912,116,841.1229611
BUKIT MERAH,4 ROOM,19 TO 21,Premium Apartment,1022.5705,1123,665,739,411,935,198,831.2385307
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1313.1958,801,690,731,298,852,644,449.2856282
BUKIT MERAH,5 ROOM,19 TO 21,Improved,1302.4319,694,766,1103,426,1005,329,472.1935942
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1237.8485,1033,1784,1926,89,192,1024,512.9868477
BUKIT MERAH,5 ROOM,10 TO 12,Improved,1313.1958,798,817,866,419,1028,539,486.5138923
BUKIT MERAH,5 ROOM,04 TO 06,Model A,1410.0709,774,403,449,257,987,686,496.4289384
BUKIT MERAH,5 ROOM,19 TO 21,Improved,1291.668,951,1128,1143,393,912,341,551.2252374
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1280.9041,654,1300,1254,606,704,353,585.523928
BUKIT MERAH,5 ROOM,13 TO 15,Improved,1302.4319,982,510,346,420,916,574,629.5914589
BUKIT MERAH,5 ROOM,10 TO 12,Improved,1237.8485,1031,286,328,284,1022,390,664.8632688
BUKIT MERAH,5 ROOM,07 TO 09,Model A,1420.8348,921,658,684,665,1106,235,584.1636199
BUKIT MERAH,5 ROOM,28 TO 30,Improved,1237.8485,1030,354,273,396,1046,328,718.9894401
BUKIT MERAH,5 ROOM,10 TO 12,Improved,1237.8485,1030,821,623,615,747,470,727.0679732
BUKIT MERAH,5 ROOM,28 TO 30,Improved,1205.5568,1152,527,329,446,446,312,804.6074644
BUKIT PANJANG,3 ROOM,10 TO 12,Model A,721.1813,1140,623,354,307,705,6668,418.7573915
BUKIT PANJANG,3 ROOM,13 TO 15,Model A,721.1813,1140,623,354,307,705,6668,454.8093524
BUKIT PANJANG,4 ROOM,01 TO 03,Simplified,904.1676,819,804,602,669,1557,5038,298.6172033
BUKIT PANJANG,4 ROOM,01 TO 03,Simplified,904.1676,821,374,250,286,860,5546,326.2669443
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1097.9178,937,281,467,234,303,6181,291.4607997
BUKIT PANJANG,4 ROOM,01 TO 03,Model A,1108.6817,827,501,239,282,844,5740,297.6508046
BUKIT PANJANG,4 ROOM,01 TO 03,Model A,1108.6817,826,583,268,820,664,5213,302.1606652
BUKIT PANJANG,4 ROOM,04 TO 06,Premium Apartment,979.5149,994,667,587,547,749,6712,343.0269412
BUKIT PANJANG,4 ROOM,07 TO 09,Premium Apartment,968.751,987,600,613,638,682,6645,350.9673796
BUKIT PANJANG,4 ROOM,07 TO 09,Model A,1108.6817,828,766,367,925,650,5385,311.1803866
BUKIT PANJANG,4 ROOM,07 TO 09,Model A,1097.9178,936,281,467,234,303,6181,317.8744347
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,1119.4456,827,437,220,317,711,5693,312.6547641
BUKIT PANJANG,4 ROOM,07 TO 09,Premium Apartment,1001.0427,1018,384,678,248,1032,6827,349.6354351
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,1108.6817,815,504,259,401,905,5145,322.9060243
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,1140.9734,826,840,412,323,1344,5334,328.6667332
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1065.6261,953,621,341,406,485,5962,356.5978724
BUKIT PANJANG,4 ROOM,19 TO 21,Premium Apartment,968.751,1017,384,678,248,1032,6827,400.5157156
BUKIT PANJANG,4 ROOM,04 TO 06,Premium Apartment,1001.0427,1114,595,311,287,677,6641,399.5833544
BUKIT PANJANG,4 ROOM,07 TO 09,Model A,1087.1539,936,366,382,521,421,5457,377.1315174
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,1001.0427,1139,623,354,307,705,6668,411.5708551
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,1001.0427,1140,680,415,368,761,6725,449.5312737
BUKIT PANJANG,4 ROOM,19 TO 21,Model A,1001.0427,1128,330,656,294,816,6612,461.5187744
BUKIT PANJANG,4 ROOM,28 TO 30,Model A,1001.0427,1127,330,656,294,816,6612,479.5000253
BUKIT PANJANG,4 ROOM,16 TO 18,Model A,1087.1539,935,481,262,571,394,5337,444.3602695
BUKIT PANJANG,4 ROOM,16 TO 18,Premium Apartment,979.5149,1000,797,241,392,238,5121,544.1469037
BUKIT PANJANG,5 ROOM,10 TO 12,Premium Apartment,1184.029,995,667,587,547,749,6712,308.2694765
BUKIT PANJANG,5 ROOM,01 TO 03,Improved,1291.668,817,625,380,456,846,5266,309.6770997
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1313.1958,825,286,444,613,907,4861,304.6004259
BUKIT PANJANG,5 ROOM,07 TO 09,Improved,1302.4319,930,346,268,131,219,6177,310.9567571
BUKIT PANJANG,5 ROOM,01 TO 03,Improved,1291.668,934,431,377,235,328,6159,313.5480634
BUKIT PANJANG,5 ROOM,10 TO 12,Improved,1280.9041,929,142,240,277,321,6122,327.8933997
BUKIT PANJANG,5 ROOM,16 TO 18,Improved,1205.5568,983,436,420,335,693,6061,373.2715041
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1313.1958,953,608,280,507,586,5784,354.0979951
BUKIT PANJANG,5 ROOM,07 TO 09,Improved,1410.0709,945,153,314,325,524,6535,333.3165729
BUKIT PANJANG,5 ROOM,01 TO 03,Improved,1302.4319,935,481,262,571,394,5337,387.7362033
BUKIT PANJANG,5 ROOM,28 TO 30,Premium Apartment,1184.029,1017,265,559,129,913,6708,440.0230062
BUKIT PANJANG,5 ROOM,22 TO 24,Improved,1302.4319,952,604,410,389,468,5873,403.0920926
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1334.7236,939,465,596,363,432,5962,395.5875209
BUKIT PANJANG,5 ROOM,16 TO 18,Improved,1302.4319,940,664,232,693,387,5178,466.8190329
BUKIT PANJANG,5 ROOM,22 TO 24,Improved,1302.4319,946,924,527,1021,673,5408,479.8715388
BUKIT PANJANG,5 ROOM,25 TO 27,Improved,1291.668,951,481,260,512,456,5423,507.0962507
BUKIT PANJANG,EXECUTIVE,04 TO 06,Premium Apartment,1377.7792,994,541,414,374,623,6586,326.6125661
BUKIT PANJANG,EXECUTIVE,04 TO 06,Apartment,1528.4738,928,213,268,386,350,6249,325.8152021
BUKIT PANJANG,EXECUTIVE,04 TO 06,Premium Apartment,1399.307,981,397,151,398,478,6240,360.8929277
BUKIT PANJANG,EXECUTIVE,04 TO 06,Maisonette,1571.5294,821,64,523,692,1161,4676,374.1578109
BUKIT PANJANG,EXECUTIVE,04 TO 06,Apartment,1550.0016,945,209,252,263,544,6564,380.6447684
BUKIT PANJANG,EXECUTIVE,19 TO 21,Apartment,1399.307,983,248,165,370,562,5702,435.9300711
BUKIT PANJANG,EXECUTIVE,10 TO 12,Apartment,1506.946,954,599,273,487,447,5641,501.0133077
BUKIT TIMAH,4 ROOM,07 TO 09,Improved,957.9871,652,480,571,255,2786,574,568.9011888
BUKIT TIMAH,4 ROOM,07 TO 09,Improved,957.9871,651,480,571,255,2786,574,605.4361275
BUKIT TIMAH,5 ROOM,04 TO 06,Improved,1313.1958,832,737,660,658,830,541,571.1257986
BUKIT TIMAH,EXECUTIVE,13 TO 15,Maisonette,1614.585,823,334,362,494,532,138,582.1929474
CENTRAL AREA,3 ROOM,04 TO 06,Standard,624.3062,648,805,271,379,379,572,496.5512116
CENTRAL AREA,3 ROOM,04 TO 06,Standard,602.7784,648,805,271,379,379,572,564.0547173
CENTRAL AREA,3 ROOM,10 TO 12,Improved,635.0701,685,643,607,0,387,137,716.4563408
CENTRAL AREA,3 ROOM,16 TO 18,Improved,645.834,727,1475,137,273,261,172,750.9669667
CENTRAL AREA,3 ROOM,19 TO 21,Improved,731.9452,702,1032,371,274,440,426,683.1112493
CENTRAL AREA,4 ROOM,01 TO 03,Model A,807.2925,997,696,422,513,412,412,551.2252374
CENTRAL AREA,4 ROOM,07 TO 09,Model A,1097.9178,788,575,244,392,432,366,500.9482495
CENTRAL AREA,4 ROOM,07 TO 09,Improved,893.4037,735,906,448,122,475,301,638.0094463
CENTRAL AREA,4 ROOM,04 TO 06,Type S1,1011.8066,1092,358,550,508,643,529,790.6649354
CENTRAL AREA,4 ROOM,04 TO 06,Type S1,1011.8066,1092,453,386,445,579,465,830.1981821
CENTRAL AREA,4 ROOM,10 TO 12,Type S1,1001.0427,1092,230,583,508,508,652,924.0365071
CENTRAL AREA,5 ROOM,13 TO 15,Type S2,1130.2095,1092,453,386,445,579,465,884.7917134
CENTRAL AREA,5 ROOM,16 TO 18,Type S2,1151.7373,1092,413,325,515,650,536,911.6662281
CENTRAL AREA,5 ROOM,46 TO 48,Type S2,1151.7373,1092,413,325,515,650,536,996.755076
CHOA CHU KANG,2 ROOM,19 TO 21,Model A,505.9033,1141,284,897,665,1078,6045,468.4689742
CHOA CHU KANG,3 ROOM,07 TO 09,Model A,785.7647,838,848,355,356,1379,5105,356.3407722
CHOA CHU KANG,3 ROOM,07 TO 09,Model A,721.1813,1140,417,549,516,523,7418,402.118025
CHOA CHU KANG,3 ROOM,07 TO 09,Model A,721.1813,1141,452,606,573,579,7405,429.8503026
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,968.751,992,327,1030,1247,1023,7819,304.5158147
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,968.751,989,523,961,1235,954,7850,304.5158147
CHOA CHU KANG,4 ROOM,22 TO 24,Model A,979.5149,998,777,794,1069,788,8397,314.4413628
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,968.751,993,284,970,1244,963,7933,319.9996697
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1119.4456,870,434,780,254,413,5885,276.9227911
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,979.5149,1000,622,933,1208,927,8231,318.5250168
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1140.9734,829,983,147,583,1267,5018,276.0800559
CHOA CHU KANG,4 ROOM,04 TO 06,Premium Apartment,1108.6817,951,503,566,840,559,8147,286.8271389
CHOA CHU KANG,4 ROOM,01 TO 03,Premium Apartment,1076.39,951,543,585,860,579,8188,295.4319531
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,968.751,992,206,903,1177,896,7855,330.3222397
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1076.39,951,263,1030,258,258,6028,300.0771096
CHOA CHU KANG,4 ROOM,10 TO 12,Premium Apartment,1119.4456,957,247,546,820,539,8121,291.2155803
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1108.6817,937,827,108,712,712,5352,297.6508046
CHOA CHU KANG,4 ROOM,10 TO 12,Premium Apartment,1119.4456,963,535,1408,605,605,6048,299.2552742
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1227.0846,904,352,800,494,489,7042,273.0048116
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1119.4456,870,390,787,347,457,5930,301.0418729
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1119.4456,870,548,526,0,462,5846,303.7217708
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,1151.7373,908,504,1053,228,146,6937,295.2062072
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1162.5012,917,577,632,673,585,7899,293.2366866
CHOA CHU KANG,4 ROOM,07 TO 09,Premium Apartment,1076.39,951,503,566,840,559,8147,318.6577356
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1119.4456,869,517,658,287,586,6051,308.1882675
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1108.6817,870,659,508,112,572,5848,317.4941915
CHOA CHU KANG,4 ROOM,19 TO 21,Model A,1140.9734,921,298,679,782,727,7689,311.1378407
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1151.7373,918,726,575,616,537,7985,308.2300104
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1097.9178,938,564,519,509,698,5658,323.3393247
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,1119.4456,870,628,582,93,554,5921,319.8011587
CHOA CHU KANG,4 ROOM,16 TO 18,Model A,1119.4456,922,393,774,876,821,7653,321.5877574
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1130.2095,881,733,316,450,389,6090,322.9489754
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1194.7929,923,168,438,509,455,7738,308.0031694
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1108.6817,881,396,540,173,410,5684,333.72969
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,990.2788,1140,405,581,591,597,7359,383.7303192
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1130.2095,881,762,344,479,418,6097,353.9166854
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,990.2788,1140,405,581,591,597,7359,415.0346347
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,990.2788,1140,405,581,591,597,7359,424.1229844
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1184.029,994,284,970,1244,963,7933,281.2431114
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1184.029,1003,665,1040,1315,1034,8223,284.6214071
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1184.029,992,206,903,1177,896,7855,286.1416401
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1184.029,986,487,924,1199,918,7880,294.756294
CHOA CHU KANG,5 ROOM,13 TO 15,Improved,1184.029,986,487,924,1199,918,7880,301.5128852
CHOA CHU KANG,5 ROOM,16 TO 18,Improved,1184.029,1000,541,979,1254,973,8101,304.046607
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1291.668,951,839,1379,740,740,5082,278.7093897
CHOA CHU KANG,5 ROOM,07 TO 09,Improved,1184.029,991,322,1009,1095,1002,7664,305.7357548
CHOA CHU KANG,5 ROOM,13 TO 15,Improved,1184.029,993,284,970,1244,963,7933,312.492346
CHOA CHU KANG,5 ROOM,13 TO 15,Improved,1184.029,989,536,974,1249,967,7874,315.8706417
CHOA CHU KANG,5 ROOM,04 TO 06,Premium Apartment,1313.1958,957,469,993,1075,983,7662,285.5628993
CHOA CHU KANG,5 ROOM,19 TO 21,Improved,1184.029,988,388,826,1100,819,7971,318.4043634
CHOA CHU KANG,5 ROOM,07 TO 09,Improved,1334.7236,953,375,719,994,713,8019,288.449234
CHOA CHU KANG,5 ROOM,13 TO 15,Improved,1302.4319,950,409,1125,353,353,5942,303.2788125
CHOA CHU KANG,5 ROOM,10 TO 12,Premium Apartment,1313.1958,958,382,902,983,891,7702,303.0774238
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1313.1958,899,466,372,228,807,5143,308.4079312
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1345.4875,898,713,793,446,480,6613,303.235816
CHOA CHU KANG,5 ROOM,01 TO 03,Premium Apartment,1291.668,952,556,574,848,567,8250,317.4190272
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1323.9597,902,738,765,471,430,6627,311.1877197
CHOA CHU KANG,5 ROOM,07 TO 09,Improved,1313.1958,881,545,201,408,874,5239,316.0229419
CHOA CHU KANG,5 ROOM,10 TO 12,Model A,1431.5987,918,594,726,767,679,7820,298.2679434
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1356.2514,881,238,351,508,447,5764,315.5757111
CHOA CHU KANG,5 ROOM,10 TO 12,Model A,1431.5987,898,714,955,446,489,6930,303.8561016
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1302.4319,921,298,679,782,727,7689,333.990591
CHOA CHU KANG,5 ROOM,16 TO 18,Improved,1291.668,951,475,1135,352,352,5891,336.7738459
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1367.0153,917,495,643,684,595,7927,321.8691115
CHOA CHU KANG,5 ROOM,16 TO 18,Premium Apartment,1323.9597,963,522,1395,659,659,6163,336.1129497
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1345.4875,881,908,563,698,636,6212,340.397068
CHOA CHU KANG,5 ROOM,10 TO 12,Model A,1453.1265,924,99,416,487,433,7483,316.558813
CHOA CHU KANG,5 ROOM,13 TO 15,Improved,1291.668,935,777,124,799,799,5423,359.9996284
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1334.7236,881,284,133,517,558,5545,350.6343935
CHOA CHU KANG,5 ROOM,04 TO 06,Premium Apartment,1367.0153,936,202,290,450,394,7776,386.2429338
CHOA CHU KANG,EXECUTIVE,01 TO 03,Apartment,1528.4738,901,480,1072,267,349,7150,264.9701945
CHOA CHU KANG,EXECUTIVE,07 TO 09,Premium Apartment,1528.4738,962,451,1314,485,485,5993,333.6661708
CHOA CHU KANG,EXECUTIVE,07 TO 09,Apartment,1582.2933,907,307,750,526,522,7168,342.5407919
CHOA CHU KANG,EXECUTIVE,07 TO 09,Apartment,1550.0016,881,583,480,173,1018,5442,351.6125403
CHOA CHU KANG,EXECUTIVE,07 TO 09,Maisonette,1657.6406,831,931,278,390,1296,5174,341.4491658
CHOA CHU KANG,EXECUTIVE,10 TO 12,Maisonette,1550.0016,920,236,724,795,741,7417,374.1931621
CHOA CHU KANG,EXECUTIVE,10 TO 12,Apartment,1506.946,939,568,529,514,751,5668,398.156271
CHOA CHU KANG,EXECUTIVE,10 TO 12,Maisonette,1550.0016,918,343,791,894,839,7588,393.5479809
CHOA CHU KANG,EXECUTIVE,07 TO 09,Maisonette,1689.9323,920,236,724,795,741,7417,366.8786022
CLEMENTI,2 ROOM,10 TO 12,Improved,473.6116,712,769,741,90,755,780,506.7443449
CLEMENTI,3 ROOM,01 TO 03,New Generation,731.9452,771,1055,1606,608,838,757,316.9636197
CLEMENTI,3 ROOM,01 TO 03,Model A,796.5286,766,2015,1818,662,662,951,301.3074483
CLEMENTI,3 ROOM,04 TO 06,Model A,796.5286,765,2015,1818,662,662,951,303.8183437
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,711,565,888,1618,883,1240,346.6534698
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,696,640,1033,303,994,279,346.6534698
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,704,777,1034,440,996,416,363.2928364
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,720,804,841,1457,836,1193,374.3857474
CLEMENTI,3 ROOM,07 TO 09,New Generation,731.9452,727,1243,1547,438,438,275,379.8098546
CLEMENTI,3 ROOM,01 TO 03,New Generation,721.1813,718,856,896,1433,891,1249,388.2518862
CLEMENTI,3 ROOM,04 TO 06,New Generation,731.9452,727,1276,1580,344,518,355,382.5422996
CLEMENTI,3 ROOM,07 TO 09,New Generation,731.9452,772,1055,1606,608,838,757,383.9085221
CLEMENTI,3 ROOM,10 TO 12,New Generation,721.1813,703,659,971,322,932,299,395.1849556
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,727,862,1515,746,849,769,395.1849556
CLEMENTI,3 ROOM,01 TO 03,New Generation,721.1813,704,799,439,517,573,633,429.8503026
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,704,533,203,314,314,535,429.8503026
CLEMENTI,3 ROOM,10 TO 12,New Generation,721.1813,719,856,896,1433,891,1249,443.7164413
CLEMENTI,3 ROOM,04 TO 06,New Generation,882.6398,703,720,850,384,811,360,362.5487996
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,702,771,457,541,569,492,446.4896691
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,704,512,951,239,998,390,457.5825801
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,710,747,990,1599,985,1342,461.7424218
CLEMENTI,3 ROOM,01 TO 03,New Generation,721.1813,711,694,920,1582,914,1272,464.5156495
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,729,611,516,337,530,879,480.9997153
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,712,378,327,322,322,679,482.54163
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,711,378,327,322,322,679,482.54163
CLEMENTI,3 ROOM,07 TO 09,New Generation,721.1813,707,164,951,678,993,713,499.1809965
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,703,799,439,517,573,633,506.1140659
CLEMENTI,3 ROOM,04 TO 06,New Generation,882.6398,703,799,439,517,573,633,419.1970496
CLEMENTI,3 ROOM,07 TO 09,New Generation,882.6398,711,524,847,942,842,1199,428.2607696
CLEMENTI,3 ROOM,04 TO 06,New Generation,882.6398,704,579,219,354,354,486,470.1804745
CLEMENTI,3 ROOM,22 TO 24,Model A,796.5286,1124,1407,1048,89,1071,881,656.5991479
CLEMENTI,4 ROOM,01 TO 03,New Generation,979.5149,740,1499,1895,347,739,541,372.6334331
CLEMENTI,4 ROOM,07 TO 09,New Generation,990.2788,727,1195,1584,451,816,645,403.9266518
CLEMENTI,4 ROOM,10 TO 12,New Generation,990.2788,710,524,847,942,842,1199,422.1033511
CLEMENTI,4 ROOM,01 TO 03,New Generation,1044.0983,698,1109,749,303,773,537,411.8386171
CLEMENTI,4 ROOM,01 TO 03,New Generation,1044.0983,699,1177,817,218,840,622,411.8386171
CLEMENTI,4 ROOM,01 TO 03,New Generation,893.4037,702,589,525,461,567,411,514.8848163
CLEMENTI,4 ROOM,01 TO 03,New Generation,990.2788,703,678,417,459,459,519,466.5352828
CLEMENTI,4 ROOM,10 TO 12,New Generation,1044.0983,698,1109,749,303,773,537,450.1491861
CLEMENTI,4 ROOM,07 TO 09,New Generation,979.5149,712,570,520,514,514,872,510.4567577
CLEMENTI,4 ROOM,01 TO 03,Model A,925.6954,995,793,492,357,445,473,561.7398552
CLEMENTI,4 ROOM,01 TO 03,Model A,990.2788,1124,1407,1048,89,1071,881,575.5954788
CLEMENTI,4 ROOM,04 TO 06,Model A,914.9315,995,760,459,324,412,440,660.1587113
CLEMENTI,4 ROOM,07 TO 09,Model A,1076.39,1124,1255,895,105,918,728,631.7412834
CLEMENTI,4 ROOM,10 TO 12,Model A,968.751,1038,885,598,463,551,579,701.9347593
CLEMENTI,4 ROOM,10 TO 12,Model A,968.751,995,760,459,324,412,440,707.0960443
CLEMENTI,4 ROOM,19 TO 21,Model A,968.751,995,760,459,324,412,440,712.2573293
CLEMENTI,4 ROOM,10 TO 12,Model A,1065.6261,1124,1319,1111,321,1134,812,664.3981411
CLEMENTI,4 ROOM,22 TO 24,Model A,1033.3344,1124,1255,895,105,918,728,696.7734743
CLEMENTI,4 ROOM,16 TO 18,Model A,1076.39,1124,1368,1009,219,1032,842,678.1928483
CLEMENTI,4 ROOM,37 TO 39,Model A,1076.39,1124,1255,895,105,918,728,692.1283178
CLEMENTI,4 ROOM,10 TO 12,Model A,979.5149,1110,392,234,197,197,368,837.1490827
CLEMENTI,5 ROOM,10 TO 12,Standard,1259.3763,698,663,716,362,763,312,480.3965264
CLEMENTI,5 ROOM,07 TO 09,Model A,1431.5987,772,1790,1911,437,437,726,433.0822597
CLEMENTI,5 ROOM,07 TO 09,Improved,1302.4319,779,1405,1818,237,1832,1357,595.0407081
CLEMENTI,5 ROOM,25 TO 27,Improved,1184.029,995,824,523,388,476,504,692.5506048
CLEMENTI,EXECUTIVE,10 TO 12,Adjoined flat,1743.7518,703,777,1034,440,996,416,458.7808884
CLEMENTI,EXECUTIVE,13 TO 15,Maisonette,1614.585,782,317,945,889,889,1246,532.0252573
GEYLANG,3 ROOM,07 TO 09,Standard,602.7784,588,737,504,553,1537,221,340.0918148
GEYLANG,3 ROOM,04 TO 06,Standard,613.5423,642,823,609,240,1857,294,342.2746891
GEYLANG,3 ROOM,01 TO 03,Standard,624.3062,634,684,514,167,1757,153,336.3734014
GEYLANG,3 ROOM,04 TO 06,Improved,645.834,600,815,713,347,1421,142,340.6448097
GEYLANG,3 ROOM,07 TO 09,Standard,602.7784,588,733,439,493,1549,278,369.9535352
GEYLANG,3 ROOM,01 TO 03,Standard,635.0701,589,791,461,551,1532,306,362.1647437
GEYLANG,3 ROOM,04 TO 06,Improved,710.4174,744,393,775,548,1604,680,363.1667805
GEYLANG,3 ROOM,01 TO 03,Improved,635.0701,689,204,525,297,1469,422,409.4036233
GEYLANG,3 ROOM,07 TO 09,Standard,602.7784,564,859,305,439,1546,256,436.3129137
GEYLANG,3 ROOM,04 TO 06,Improved,635.0701,688,168,577,349,1521,474,422.0006579
GEYLANG,3 ROOM,10 TO 12,Improved,710.4174,744,339,723,496,1552,626,397.6535485
GEYLANG,3 ROOM,10 TO 12,Standard,656.5979,588,807,391,537,1501,359,449.2856282
GEYLANG,3 ROOM,07 TO 09,Standard,602.7784,588,522,164,499,1224,322,514.2851834
GEYLANG,3 ROOM,10 TO 12,Improved,699.6535,732,681,523,643,1749,150,450.2228603
GEYLANG,3 ROOM,07 TO 09,Improved,635.0701,793,501,616,318,1445,247,579.4635899
GEYLANG,3 ROOM,04 TO 06,Model A,850.3481,791,862,871,133,560,187,468.0436165
